Industry,Age_Brackets,Tenure, Employees,Average Basic Salary
"E-Water supply, sewerage and waste",<55,16,9,920
"E-Water supply, sewerage and waste",<55,16,4,1384
"E-Water supply, sewerage and waste",<55,16,1,3500
"E-Water supply, sewerage and waste",<55,16,10,1275
"E-Water supply, sewerage and waste",<55,16,2,30201
"E-Water supply, sewerage and waste",<55,16,1,8231
"E-Water supply, sewerage and waste",<55,17,39,1471
"E-Water supply, sewerage and waste",<55,17,3,2267
"E-Water supply, sewerage and waste",<55,17,2,1513
"E-Water supply, sewerage and waste",<55,17,48,1304
"E-Water supply, sewerage and waste",<55,17,5,6636
"E-Water supply, sewerage and waste",<55,17,19,723
"E-Water supply, sewerage and waste",<55,17,5,18540
"E-Water supply, sewerage and waste",<55,17,8,1549
"E-Water supply, sewerage and waste",<55,17,5,13515
"E-Water supply, sewerage and waste",<55,17,27,763
"E-Water supply, sewerage and waste",<55,17,13,1481
"E-Water supply, sewerage and waste",<55,17,1,5950
"E-Water supply, sewerage and waste",<55,17,3,3117
"E-Water supply, sewerage and waste",<55,17,2,800
"E-Water supply, sewerage and waste",<55,17,6,750
"E-Water supply, sewerage and waste",<55,17,32,1550
"E-Water supply, sewerage and waste",<55,17,12,2103
"E-Water supply, sewerage and waste",<55,17,2,4513
"E-Water supply, sewerage and waste",<55,17,1,3000
"E-Water supply, sewerage and waste",<55,17,9,1897
"E-Water supply, sewerage and waste",<55,17,3,1943
"E-Water supply, sewerage and waste",<55,17,1,3500
"E-Water supply, sewerage and waste",<55,17,3,5207
"E-Water supply, sewerage and waste",<55,17,3,1867
"E-Water supply, sewerage and waste",<55,17,2,7000
"E-Water supply, sewerage and waste",<55,17,29,1473
"E-Water supply, sewerage and waste",<55,17,2,2150
"E-Water supply, sewerage and waste",<55,17,14,590
"E-Water supply, sewerage and waste",<55,17,3,8073
"E-Water supply, sewerage and waste",<55,17,4,3203
"E-Water supply, sewerage and waste",<55,17,52,805
"E-Water supply, sewerage and waste",<55,18,31,1568
"E-Water supply, sewerage and waste",<55,18,28,753
"E-Water supply, sewerage and waste",<55,18,12,1186
"E-Water supply, sewerage and waste",<55,18,11,1190
"E-Water supply, sewerage and waste",<55,18,2,9500
"E-Water supply, sewerage and waste",<55,18,12,1112
"E-Water supply, sewerage and waste",<55,18,3,6239
"E-Water supply, sewerage and waste",<55,18,65,702
"E-Water supply, sewerage and waste",<55,18,9,1411
"E-Water supply, sewerage and waste",<55,18,1,6000
"E-Water supply, sewerage and waste",<55,18,44,601
"E-Water supply, sewerage and waste",<55,18,1,4373
"E-Water supply, sewerage and waste",<55,18,4,2475
"E-Water supply, sewerage and waste",<55,18,19,1068
"E-Water supply, sewerage and waste",<55,18,5,2708
"E-Water supply, sewerage and waste",<55,18,42,1600
"E-Water supply, sewerage and waste",<55,18,3,4382
"E-Water supply, sewerage and waste",<55,18,3,9000
"E-Water supply, sewerage and waste",<55,18,2,6475
"E-Water supply, sewerage and waste",<55,18,4,12900
"E-Water supply, sewerage and waste",<55,18,113,658
"E-Water supply, sewerage and waste",<55,18,45,1678
"E-Water supply, sewerage and waste",<55,18,1,5000
"E-Water supply, sewerage and waste",<55,18,6,2431
"E-Water supply, sewerage and waste",<55,18,4,2349
"E-Water supply, sewerage and waste",<55,18,2,3500
"E-Water supply, sewerage and waste",<55,18,4,2500
"E-Water supply, sewerage and waste",<55,18,56,1580
"E-Water supply, sewerage and waste",<55,18,7,2777
"E-Water supply, sewerage and waste",<55,18,3,3996
"E-Water supply, sewerage and waste",<55,19,12,638
"E-Water supply, sewerage and waste",<55,19,5,2200
"E-Water supply, sewerage and waste",<55,19,3,4133
"E-Water supply, sewerage and waste",<55,19,2,2513
"E-Water supply, sewerage and waste",<55,19,1,9000
"E-Water supply, sewerage and waste",<55,19,3,3220
"E-Water supply, sewerage and waste",<55,19,2,1100
"E-Water supply, sewerage and waste",<55,19,2,900
"E-Water supply, sewerage and waste",<55,19,3,6475
"E-Water supply, sewerage and waste",<55,19,6,776
"E-Water supply, sewerage and waste",<55,19,2,17800
"E-Water supply, sewerage and waste",<55,19,1,8400
"E-Water supply, sewerage and waste",<55,19,2,5250
"E-Water supply, sewerage and waste",<55,19,12,774
"E-Water supply, sewerage and waste",<55,19,31,1349
"E-Water supply, sewerage and waste",<55,19,1,3500
"E-Water supply, sewerage and waste",<55,19,8,1123
"E-Water supply, sewerage and waste",<55,19,1,6930
"E-Water supply, sewerage and waste",<55,19,17,1311
"E-Water supply, sewerage and waste",<55,19,1,3000
"E-Water supply, sewerage and waste",<55,19,1,5000
"E-Water supply, sewerage and waste",<55,19,12,1202
"E-Water supply, sewerage and waste",<55,19,14,1521
"E-Water supply, sewerage and waste",<55,19,18,1402
"E-Water supply, sewerage and waste",<55,19,52,936
"E-Water supply, sewerage and waste",<55,19,1,6447
"E-Water supply, sewerage and waste",<55,19,1,690
"E-Water supply, sewerage and waste",<55,20,3,8000
"E-Water supply, sewerage and waste",<55,20,3,5999
"E-Water supply, sewerage and waste",<55,20,2,3333
"E-Water supply, sewerage and waste",<55,20,1,800
"E-Water supply, sewerage and waste",<55,20,3,1376
"E-Water supply, sewerage and waste",<55,20,17,1918
"E-Water supply, sewerage and waste",<55,20,2,2200
"E-Water supply, sewerage and waste",<55,20,1,2500
"E-Water supply, sewerage and waste",<55,20,7,759
"E-Water supply, sewerage and waste",<55,20,2,4000
"E-Water supply, sewerage and waste",<55,20,20,911
"E-Water supply, sewerage and waste",<55,20,1,3900
"E-Water supply, sewerage and waste",<55,20,3,2400
"E-Water supply, sewerage and waste",<55,20,21,1908
"E-Water supply, sewerage and waste",<55,20,5,1191
"E-Water supply, sewerage and waste",<55,20,12,722
"E-Water supply, sewerage and waste",<55,20,5,2714
"E-Water supply, sewerage and waste",<55,20,4,925
"E-Water supply, sewerage and waste",<55,20,5,1170
"E-Water supply, sewerage and waste",<55,20,18,1691
"E-Water supply, sewerage and waste",<55,20,1,4500
"E-Water supply, sewerage and waste",<55,20,1,8000
"E-Water supply, sewerage and waste",<55,20,2,5525
"E-Water supply, sewerage and waste",<55,21,8,1844
"E-Water supply, sewerage and waste",<55,21,1,8000
"E-Water supply, sewerage and waste",<55,21,1,6065
"E-Water supply, sewerage and waste",<55,21,3,2233
"E-Water supply, sewerage and waste",<55,21,1,5500
"E-Water supply, sewerage and waste",<55,21,1,2000
"E-Water supply, sewerage and waste",<55,21,1,8000
"E-Water supply, sewerage and waste",<55,21,3,2845
"E-Water supply, sewerage and waste",<55,21,1,3000
"E-Water supply, sewerage and waste",<55,21,1,800
"E-Water supply, sewerage and waste",<55,21,3,1116
"E-Water supply, sewerage and waste",<55,21,10,2037
"E-Water supply, sewerage and waste",<55,21,12,1128
"E-Water supply, sewerage and waste",<55,21,1,4000
"E-Water supply, sewerage and waste",<55,21,13,1627
"E-Water supply, sewerage and waste",<55,21,20,1952
"E-Water supply, sewerage and waste",<55,22,5,960
"E-Water supply, sewerage and waste",<55,22,2,1681
"E-Water supply, sewerage and waste",<55,22,6,1458
"E-Water supply, sewerage and waste",<55,22,3,2277
"E-Water supply, sewerage and waste",<55,22,3,17129
"E-Water supply, sewerage and waste",<55,22,2,3600
"E-Water supply, sewerage and waste",<55,22,1,800
"E-Water supply, sewerage and waste",<55,22,8,1810
"E-Water supply, sewerage and waste",<55,22,1,1350
"E-Water supply, sewerage and waste",<55,22,2,12000
"E-Water supply, sewerage and waste",<55,22,1,1800
"E-Water supply, sewerage and waste",<55,22,2,30500
"E-Water supply, sewerage and waste",<55,22,2,1450
"E-Water supply, sewerage and waste",<55,22,4,735
"E-Water supply, sewerage and waste",<55,22,1,1000
"E-Water supply, sewerage and waste",<55,23,1,3600
"E-Water supply, sewerage and waste",<55,23,2,500
"E-Water supply, sewerage and waste",<55,23,1,1600
"E-Water supply, sewerage and waste",<55,23,1,500
"E-Water supply, sewerage and waste",<55,23,10,786
"E-Water supply, sewerage and waste",<55,23,4,1433
"E-Water supply, sewerage and waste",<55,23,1,760
"E-Water supply, sewerage and waste",<55,23,1,6000
"E-Water supply, sewerage and waste",<55,23,1,680
"E-Water supply, sewerage and waste",<55,23,3,1087
"E-Water supply, sewerage and waste",<55,23,3,1000
"E-Water supply, sewerage and waste",<55,23,4,5260
"E-Water supply, sewerage and waste",<55,23,1,4000
"E-Water supply, sewerage and waste",<55,23,4,892
"E-Water supply, sewerage and waste",<55,23,1,4320
"E-Water supply, sewerage and waste",<55,23,2,2380
"E-Water supply, sewerage and waste",<55,24,2,500
"E-Water supply, sewerage and waste",<55,24,1,4000
"E-Water supply, sewerage and waste",<55,24,1,4100
"E-Water supply, sewerage and waste",<55,24,1,5000
"E-Water supply, sewerage and waste",<55,24,4,525
"E-Water supply, sewerage and waste",<55,24,1,2130
"E-Water supply, sewerage and waste",<55,24,1,7000
"E-Water supply, sewerage and waste",<55,24,2,1700
"E-Water supply, sewerage and waste",<55,24,6,2430
"E-Water supply, sewerage and waste",<55,24,1,1200
"E-Water supply, sewerage and waste",<55,24,1,568
"E-Water supply, sewerage and waste",<55,24,1,5250
"E-Water supply, sewerage and waste",<55,24,2,2170
"E-Water supply, sewerage and waste",<55,24,2,500
"E-Water supply, sewerage and waste",<55,24,1,4000
"E-Water supply, sewerage and waste",<55,25,6,800
"E-Water supply, sewerage and waste",<55,25,1,15000
"E-Water supply, sewerage and waste",<55,25,6,2357
"E-Water supply, sewerage and waste",<55,25,2,950
"E-Water supply, sewerage and waste",<55,25,3,4600
"E-Water supply, sewerage and waste",<55,25,7,1600
"E-Water supply, sewerage and waste",<55,25,11,978
"E-Water supply, sewerage and waste",<55,25,1,3000
"E-Water supply, sewerage and waste",<55,25,11,2273
"E-Water supply, sewerage and waste",<55,25,1,600
"E-Water supply, sewerage and waste",<55,25,2,500
"E-Water supply, sewerage and waste",<55,25,1,600
"E-Water supply, sewerage and waste",<55,26,2,10738
"E-Water supply, sewerage and waste",<55,26,3,4659
"E-Water supply, sewerage and waste",<55,26,3,2421
"E-Water supply, sewerage and waste",<55,26,2,1050
"E-Water supply, sewerage and waste",<55,26,2,865
"E-Water supply, sewerage and waste",<55,26,1,600
"E-Water supply, sewerage and waste",<55,26,1,1600
"E-Water supply, sewerage and waste",<55,26,1,1000
"E-Water supply, sewerage and waste",<55,26,1,2000
"E-Water supply, sewerage and waste",<55,26,2,5390
"E-Water supply, sewerage and waste",<55,26,1,4000
"E-Water supply, sewerage and waste",<55,26,10,2824
"E-Water supply, sewerage and waste",<55,26,2,1938
"E-Water supply, sewerage and waste",<55,27,1,5368
"E-Water supply, sewerage and waste",<55,27,1,5684
"E-Water supply, sewerage and waste",<55,27,1,1000
"E-Water supply, sewerage and waste",<55,27,4,1000
"E-Water supply, sewerage and waste",<55,27,9,1156
"E-Water supply, sewerage and waste",<55,28,1,600
"E-Water supply, sewerage and waste",55-59,0,1,2000
"E-Water supply, sewerage and waste",55-59,0,3,1233
"E-Water supply, sewerage and waste",55-59,0,2,800
"E-Water supply, sewerage and waste",55-59,0,6,6628
"E-Water supply, sewerage and waste",55-59,0,1,900
"E-Water supply, sewerage and waste",55-59,0,9,8422
"E-Water supply, sewerage and waste",55-59,0,1,5000
"E-Water supply, sewerage and waste",55-59,0,1,5000
"E-Water supply, sewerage and waste",55-59,0,5,1700
"E-Water supply, sewerage and waste",55-59,0,30,1322
"E-Water supply, sewerage and waste",55-59,0,1,5000
"E-Water supply, sewerage and waste",55-59,1,2,2825
"E-Water supply, sewerage and waste",55-59,1,1,1000
"E-Water supply, sewerage and waste",55-59,1,4,22909
"E-Water supply, sewerage and waste",55-59,1,24,2217
"E-Water supply, sewerage and waste",55-59,1,41,1234
"E-Water supply, sewerage and waste",55-59,1,16,2901
"E-Water supply, sewerage and waste",55-59,1,2,2250
"E-Water supply, sewerage and waste",55-59,1,6,920
"E-Water supply, sewerage and waste",55-59,2,7,2292
"E-Water supply, sewerage and waste",55-59,2,5,36826
"E-Water supply, sewerage and waste",55-59,2,3,7981
"E-Water supply, sewerage and waste",55-59,2,3,11181
"E-Water supply, sewerage and waste",55-59,2,25,1454
"E-Water supply, sewerage and waste",55-59,2,6,3100
"E-Water supply, sewerage and waste",55-59,2,9,3722
"E-Water supply, sewerage and waste",55-59,3,34,1440
"E-Water supply, sewerage and waste",55-59,3,1,8280
"E-Water supply, sewerage and waste",55-59,3,2,3750
"E-Water supply, sewerage and waste",55-59,3,8,2538
"E-Water supply, sewerage and waste",55-59,3,16,1849
"E-Water supply, sewerage and waste",55-59,3,1,4000
"E-Water supply, sewerage and waste",55-59,3,5,1240
"E-Water supply, sewerage and waste",55-59,3,2,18765
"E-Water supply, sewerage and waste",55-59,4,5,1620
"E-Water supply, sewerage and waste",55-59,4,13,1488
"E-Water supply, sewerage and waste",55-59,4,4,11038
"E-Water supply, sewerage and waste",55-59,4,1,2000
"E-Water supply, sewerage and waste",55-59,4,21,1400
"E-Water supply, sewerage and waste",55-59,4,2,1040
"E-Water supply, sewerage and waste",55-59,4,3,2720
"E-Water supply, sewerage and waste",55-59,5,1,1500
"E-Water supply, sewerage and waste",55-59,5,18,1711
"E-Water supply, sewerage and waste",55-59,5,8,892
"E-Water supply, sewerage and waste",55-59,5,1,600
"E-Water supply, sewerage and waste",55-59,5,2,9500
"E-Water supply, sewerage and waste",55-59,5,2,2550
"E-Water supply, sewerage and waste",55-59,5,3,9331
"E-Water supply, sewerage and waste",55-59,5,1,1000
"E-Water supply, sewerage and waste",55-59,6,1,1200
"E-Water supply, sewerage and waste",55-59,6,13,1196
"E-Water supply, sewerage and waste",55-59,6,1,4988
"E-Water supply, sewerage and waste",55-59,6,1,5000
"E-Water supply, sewerage and waste",55-59,6,4,575
"E-Water supply, sewerage and waste",55-59,6,1,17850
"E-Water supply, sewerage and waste",55-59,7,1,2400
"E-Water supply, sewerage and waste",55-59,7,4,1863
"E-Water supply, sewerage and waste",55-59,7,5,1790
"E-Water supply, sewerage and waste",55-59,7,2,750
"E-Water supply, sewerage and waste",55-59,7,2,1300
"E-Water supply, sewerage and waste",55-59,8,1,700
"E-Water supply, sewerage and waste",55-59,8,2,23500
"E-Water supply, sewerage and waste",55-59,8,4,833
"E-Water supply, sewerage and waste",55-59,8,13,1235
